==========================================================================
PHASE 1C — STAGE 1: AGENT RUNS
==========================================================================
scenarios 100 x frameworks 3 x trials 4 = 1200 runs
[  60/852] ok  SR-28    openai_agents  t4  6 calls   26.7s  eta 361.4m
[  61/852] ok  SR-29    langgraph      t1  5 calls   29.2s  eta 361.3m
[  62/852] ok  SR-29    langgraph      t2  5 calls   29.2s  eta 361.3m
[  63/852] ok  SR-29    langgraph      t3  5 calls   31.4s  eta 361.6m
[  64/852] ok  SR-29    langgraph      t4  5 calls   31.3s  eta 362.0m
[  65/852] ok  SR-29    crewai         t1  5 calls   29.5s  eta 361.9m
[  66/852] ok  SR-29    crewai         t2  5 calls   30.9s  eta 362.1m
[  67/852] ok  SR-29    crewai         t3  5 calls   34.7s  eta 363.0m
[  68/852] ok  SR-29    crewai         t4  5 calls   33.7s  eta 363.7m
[  69/852] ok  SR-29    openai_agents  t1  4 calls   27.6s  eta 363.2m
[  70/852] ok  SR-29    openai_agents  t2  4 calls   27.8s  eta 362.7m
[  71/852] ok  SR-29    openai_agents  t3  4 calls   24.6s  eta 361.6m
[  72/852] ok  SR-29    openai_agents  t4  5 calls   28.0s  eta 361.2m
[  73/852] ok  SR-30    langgraph      t1  2 calls   20.2s  eta 359.4m
[  74/852] ok  SR-30    langgraph      t2  3 calls   20.1s  eta 357.6m
[  75/852] ok  SR-30    langgraph      t3  4 calls   37.0s  eta 358.8m
[  76/852] ok  SR-30    langgraph      t4  3 calls   17.9s  eta 356.6m
[  77/852] ok  SR-30    crewai         t1  4 calls   19.3s  eta 354.8m
[  78/852] ok  SR-30    crewai         t2  4 calls   18.1s  eta 352.8m
[  79/852] ok  SR-30    crewai         t3  4 calls   20.4s  eta 351.2m
[  80/852] ok  SR-30    crewai         t4  4 calls   18.3s  eta 349.3m
[  81/852] ok  SR-30    openai_agents  t1  3 calls   22.3s  eta 348.1m
[  82/852] ok  SR-30    openai_agents  t2  3 calls   20.7s  eta 346.6m
[  83/852] ok  SR-30    openai_agents  t3  3 calls   21.2s  eta 345.3m
[  84/852] ok  SR-30    openai_agents  t4  3 calls   16.3s  eta 343.2m
[  85/852] ok  SR-31    langgraph      t1  2 calls   13.7s  eta 340.8m
[  86/852] ok  SR-31    langgraph      t2  2 calls   14.0s  eta 338.5m
[  87/852] ok  SR-31    langgraph      t3  2 calls   14.6s  eta 336.3m
[  88/852] ok  SR-31    langgraph      t4  2 calls   13.6s  eta 334.0m
[  89/852] ok  SR-31    crewai         t1  6 calls   30.4s  eta 334.2m
[  90/852] ok  SR-31    crewai         t2  4 calls   19.7s  eta 332.8m
[  91/852] ok  SR-31    crewai         t3  5 calls   30.6s  eta 333.0m
[  92/852] ok  SR-31    crewai         t4  4 calls   31.0s  eta 333.2m
[  93/852] ok  SR-31    openai_agents  t1  2 calls   13.9s  eta 331.1m
[  94/852] ok  SR-31    openai_agents  t2  2 calls   14.2s  eta 329.0m
[  95/852] ok  SR-31    openai_agents  t3  2 calls   13.8s  eta 327.0m
[  96/852] ok  SR-31    openai_agents  t4  2 calls   13.3s  eta 324.9m
[  97/852] ok  SR-32    langgraph      t1  3 calls   29.5s  eta 325.0m
[  98/852] ok  SR-32    langgraph      t2  3 calls   25.2s  eta 324.5m
[  99/852] ok  SR-32    langgraph      t3  3 calls   19.7s  eta 323.2m
[ 100/852] ok  SR-32    langgraph      t4  2 calls   20.7s  eta 322.2m
[ 101/852] ok  SR-32    crewai         t1  3 calls   28.5s  eta 322.1m
[ 102/852] ok  SR-32    crewai         t2  3 calls   15.7s  eta 320.4m
[ 103/852] ok  SR-32    crewai         t3  3 calls   16.0s  eta 318.9m
[ 104/852] ok  SR-32    crewai         t4  3 calls   15.0s  eta 317.2m
[ 105/852] ok  SR-32    openai_agents  t1  3 calls   20.3s  eta 316.1m
[ 106/852] ok  SR-32    openai_agents  t2  3 calls   19.0s  eta 315.0m
[ 107/852] ok  SR-32    openai_agents  t3  3 calls   16.4s  eta 313.5m
[ 108/852] ok  SR-32    openai_agents  t4  3 calls   16.3s  eta 312.1m
[ 109/852] ok  SR-33    langgraph      t1  3 calls   21.9s  eta 311.3m
[ 110/852] ok  SR-33    langgraph      t2  3 calls   23.3s  eta 310.6m
[ 111/852] ok  SR-33    langgraph      t3  3 calls   23.9s  eta 310.1m
[ 112/852] ok  SR-33    langgraph      t4  3 calls   18.2s  eta 308.9m
[ 113/852] ok  SR-33    crewai         t1  3 calls   25.6s  eta 308.6m
[ 114/852] ok  SR-33    crewai         t2  3 calls   24.0s  eta 308.0m
[ 115/852] ok  SR-33    crewai         t3  3 calls   23.8s  eta 307.5m
[ 116/852] ok  SR-33    crewai         t4  3 calls   24.0s  eta 306.9m
[ 117/852] ok  SR-33    openai_agents  t1  3 calls   20.0s  eta 306.0m
[ 118/852] ok  SR-33    openai_agents  t2  3 calls   18.4s  eta 304.9m
[ 119/852] ok  SR-33    openai_agents  t3  3 calls   18.3s  eta 303.8m
[ 120/852] ok  SR-33    openai_agents  t4  3 calls   18.2s  eta 302.7m
[ 121/852] ok  SR-34    langgraph      t1  3 calls   20.2s  eta 301.8m
[ 122/852] ok  SR-34    langgraph      t2  3 calls   20.2s  eta 301.0m
[ 123/852] ok  SR-34    langgraph      t3  3 calls   20.6s  eta 300.2m
[ 124/852] ok  SR-34    langgraph      t4  3 calls   21.1s  eta 299.4m
[ 125/852] ok  SR-34    crewai         t1  3 calls   22.8s  eta 298.8m
[ 126/852] ok  SR-34    crewai         t2  3 calls   21.7s  eta 298.1m
[ 127/852] ok  SR-34    crewai         t3  4 calls   29.5s  eta 298.2m
[ 128/852] ok  SR-34    crewai         t4  3 calls   23.5s  eta 297.6m
[ 129/852] ok  SR-34    openai_agents  t1  3 calls   22.4s  eta 297.0m
[ 130/852] ok  SR-34    openai_agents  t2  3 calls   24.8s  eta 296.6m
[ 131/852] ok  SR-34    openai_agents  t3  3 calls   22.8s  eta 296.0m
[ 132/852] ok  SR-34    openai_agents  t4  3 calls   17.6s  eta 295.0m
[ 133/852] ok  SR-35    langgraph      t1  3 calls   18.1s  eta 294.0m
[ 134/852] ok  SR-35    langgraph      t2  3 calls   18.3s  eta 293.0m
[ 135/852] ok  SR-35    langgraph      t3  3 calls   18.2s  eta 292.1m
[ 136/852] ok  SR-35    langgraph      t4  3 calls   17.8s  eta 291.1m
[ 137/852] ok  SR-35    crewai         t1  4 calls   26.2s  eta 290.8m
[ 138/852] ok  SR-35    crewai         t2  4 calls   26.2s  eta 290.6m
[ 139/852] ok  SR-35    crewai         t3  4 calls   26.8s  eta 290.4m
[ 140/852] ok  SR-35    crewai         t4  4 calls   26.4s  eta 290.1m
[ 141/852] ok  SR-35    openai_agents  t1  3 calls   18.8s  eta 289.2m
[ 142/852] ok  SR-35    openai_agents  t2  3 calls   18.3s  eta 288.3m
[ 143/852] ok  SR-35    openai_agents  t3  3 calls   18.1s  eta 287.4m
[ 144/852] ok  SR-35    openai_agents  t4  3 calls   18.0s  eta 286.5m
[ 145/852] ok  SR-36    langgraph      t1  5 calls   47.7s  eta 288.0m
[ 146/852] ok  SR-36    langgraph      t2  5 calls   42.8s  eta 289.1m
[ 147/852] ok  SR-36    langgraph      t3  5 calls   42.9s  eta 290.1m
[ 148/852] ok  SR-36    langgraph      t4  5 calls   39.1s  eta 290.9m
[ 149/852] ok  SR-36    crewai         t1  5 calls   29.2s  eta 290.8m
[ 150/852] ok  SR-36    crewai         t2  5 calls   30.7s  eta 290.8m
[ 151/852] ok  SR-36    crewai         t3  5 calls   30.5s  eta 290.9m
[ 152/852] ok  SR-36    crewai         t4  5 calls   30.4s  eta 290.9m
[ 153/852] ok  SR-36    openai_agents  t1  5 calls   27.6s  eta 290.7m
[ 154/852] ok  SR-36    openai_agents  t2  5 calls   25.8s  eta 290.3m
[ 155/852] ok  SR-36    openai_agents  t3  5 calls   26.7s  eta 290.0m
[ 156/852] ok  SR-36    openai_agents  t4  5 calls   25.5s  eta 289.6m
[ 157/852] ok  SR-37    langgraph      t1  5 calls   46.9s  eta 290.8m
[ 158/852] ok  SR-37    langgraph      t2  5 calls   40.4s  eta 291.5m
[ 159/852] ok  SR-37    langgraph      t3  4 calls   38.0s  eta 292.1m
[ 160/852] ok  SR-37    langgraph      t4  5 calls   40.6s  eta 292.7m
[ 161/852] ok  SR-37    crewai         t1  5 calls 2291.0s  eta 454.4m
[ 162/852] ok  SR-37    crewai         t2  5 calls 1830.0s  eta 580.8m
[ 163/852] ok  SR-37    crewai         t3  5 calls 1966.6s  eta 715.0m
[ 164/852] ok  SR-37    crewai         t4  4 calls 1631.6s  eta 823.7m
[ 165/852] ok  SR-37    openai_agents  t1  5 calls   23.7s  eta 819.1m
[ 166/852] ok  SR-37    openai_agents  t2  5 calls   41.7s  eta 815.9m
[ 167/852] ok  SR-37    openai_agents  t3  5 calls   24.2s  eta 811.5m
[ 168/852] ok  SR-37    openai_agents  t4  5 calls   26.0s  eta 807.2m
[ 169/852] ok  SR-38    langgraph      t1  1 calls   10.7s  eta 802.0m
[ 170/852] ok  SR-38    langgraph      t2  2 calls   13.8s  eta 797.0m
[ 171/852] ok  SR-38    langgraph      t3  1 calls   11.4s  eta 792.0m
[ 172/852] ok  SR-38    langgraph      t4  2 calls   23.3s  eta 787.7m
[ 173/852] ok  SR-38    crewai         t1  2 calls   27.8s  eta 783.9m
[ 174/852] ok  SR-38    crewai         t2  2 calls   19.7s  eta 779.5m
[ 175/852] ok  SR-38    crewai         t3  2 calls   19.2s  eta 775.1m
[ 176/852] ok  SR-38    crewai         t4  2 calls   20.9s  eta 770.9m
[ 177/852] ok  SR-38    openai_agents  t1  2 calls   21.2s  eta 766.8m
[ 178/852] ok  SR-38    openai_agents  t2  2 calls   17.6s  eta 762.5m
[ 179/852] ok  SR-38    openai_agents  t3  2 calls   17.9s  eta 758.2m
[ 180/852] ok  SR-38    openai_agents  t4  2 calls   16.6s  eta 753.9m
[ 181/852] ok  SR-39    langgraph      t1  2 calls   19.5s  eta 749.8m
[ 182/852] ok  SR-39    langgraph      t2  2 calls   18.9s  eta 745.7m
[ 183/852] ok  SR-39    langgraph      t3  2 calls   21.2s  eta 741.8m
[ 184/852] ok  SR-39    langgraph      t4  2 calls   17.8s  eta 737.8m
[ 185/852] ok  SR-39    crewai         t1  3 calls   25.4s  eta 734.2m
[ 186/852] ok  SR-39    crewai         t2  3 calls   23.5s  eta 730.6m
[ 187/852] ok  SR-39    crewai         t3  3 calls   23.9s  eta 727.0m
[ 188/852] ok  SR-39    crewai         t4  2 calls   36.0s  eta 724.2m
[ 189/852] ok  SR-39    openai_agents  t1  2 calls   26.7s  eta 720.8m
[ 190/852] ok  SR-39    openai_agents  t2  2 calls   22.5s  eta 717.2m
[ 191/852] ok  SR-39    openai_agents  t3  2 calls   22.6s  eta 713.7m
[ 192/852] ok  SR-39    openai_agents  t4  2 calls   22.0s  eta 710.2m
[ 193/852] ok  SR-40    langgraph      t1  3 calls   34.2s  eta 707.4m
[ 194/852] ok  SR-40    langgraph      t2  3 calls   30.0s  eta 704.4m
[ 195/852] ok  SR-40    langgraph      t3  3 calls   31.4s  eta 701.4m
[ 196/852] ok  SR-40    langgraph      t4  3 calls   32.8s  eta 698.6m
[ 197/852] ok  SR-40    crewai         t1  3 calls   43.1s  eta 696.4m
[ 198/852] ok  SR-40    crewai         t2  3 calls   34.3s  eta 693.7m
[ 199/852] ok  SR-40    crewai         t3  3 calls   37.7s  eta 691.2m
[ 200/852] ok  SR-40    crewai         t4  3 calls   56.0s  eta 689.8m
[ 201/852] ok  SR-40    openai_agents  t1  3 calls   38.6s  eta 687.4m
[ 202/852] ok  SR-40    openai_agents  t2  3 calls   32.8s  eta 684.7m
[ 203/852] ok  SR-40    openai_agents  t3  3 calls   39.5s  eta 682.4m
[ 204/852] ok  SR-40    openai_agents  t4  3 calls   47.1s  eta 680.5m
[ 205/852] ok  RAM-12   langgraph      t1  2 calls   62.7s  eta 679.4m
[ 206/852] ok  RAM-12   langgraph      t2  2 calls   46.0s  eta 677.5m
[ 207/852] ok  RAM-12   langgraph      t3  2 calls   38.1s  eta 675.1m
[ 208/852] ok  RAM-12   langgraph      t4  2 calls   55.5s  eta 673.7m
[ 209/852] ok  RAM-12   crewai         t1  2 calls   60.6s  eta 672.5m
[ 210/852] ok  RAM-12   crewai         t2  2 calls   40.6s  eta 670.4m
[ 211/852] ok  RAM-12   crewai         t3  2 calls   45.9s  eta 668.5m
[ 212/852] ok  RAM-12   crewai         t4  2 calls   39.0s  eta 666.3m
[ 213/852] ok  RAM-12   openai_agents  t1  2 calls   32.8s  eta 663.7m
[ 214/852] ok  RAM-12   openai_agents  t2  2 calls   39.3s  eta 661.5m
[ 215/852] ok  RAM-12   openai_agents  t3  2 calls   29.4s  eta 658.9m
[ 216/852] ok  RAM-12   openai_agents  t4  2 calls   38.2s  eta 656.7m
[ 217/852] ok  RAM-13   langgraph      t1  2 calls   58.5s  eta 655.5m
[ 218/852] ok  RAM-13   langgraph      t2  2 calls   47.7s  eta 653.8m
[ 219/852] ok  RAM-13   langgraph      t3  2 calls   47.8s  eta 652.0m
[ 220/852] ok  RAM-13   langgraph      t4  2 calls   42.5s  eta 650.1m
[ 221/852] ok  RAM-13   crewai         t1  2 calls   38.3s  eta 648.0m
[ 222/852] ok  RAM-13   crewai         t2  2 calls   33.2s  eta 645.6m
[ 223/852] ok  RAM-13   crewai         t3  2 calls   30.3s  eta 643.1m
[ 224/852] ok  RAM-13   crewai         t4  2 calls   27.1s  eta 640.5m
[ 225/852] ok  RAM-13   openai_agents  t1  2 calls   28.6s  eta 637.9m
[ 226/852] ok  RAM-13   openai_agents  t2  2 calls   29.5s  eta 635.5m
[ 227/852] ok  RAM-13   openai_agents  t3  2 calls   31.2s  eta 633.1m
[ 228/852] ok  RAM-13   openai_agents  t4  2 calls   30.1s  eta 630.7m
[ 229/852] ok  RAM-14   langgraph      t1  2 calls   50.8s  eta 629.2m
[ 230/852] ok  RAM-14   langgraph      t2  2 calls   50.9s  eta 627.8m
[ 231/852] ok  RAM-14   langgraph      t3  2 calls   42.0s  eta 625.9m
[ 232/852] ok  RAM-14   langgraph      t4  2 calls   34.3s  eta 623.7m
[ 233/852] ok  RAM-14   crewai         t1  2 calls   39.8s  eta 621.8m
[ 234/852] ok  RAM-14   crewai         t2  3 calls   40.4s  eta 619.9m
[ 235/852] ok  RAM-14   crewai         t3  4 calls   76.8s  eta 619.7m
[ 236/852] ok  RAM-14   crewai         t4  3 calls   51.6s  eta 618.3m
[ 237/852] ok  RAM-14   openai_agents  t1  2 calls   34.7s  eta 616.2m
[ 238/852] ok  RAM-14   openai_agents  t2  2 calls   21.0s  eta 613.5m
[ 239/852] ok  RAM-14   openai_agents  t3  2 calls   16.8s  eta 610.7m
[ 240/852] ok  RAM-14   openai_agents  t4  2 calls   16.3s  eta 607.8m
[ 241/852] ok  RAM-15   langgraph      t1  2 calls   29.7s  eta 605.6m
[ 242/852] ok  RAM-15   langgraph      t2  2 calls   28.0s  eta 603.2m
[ 243/852] ok  RAM-15   langgraph      t3  2 calls   29.8s  eta 601.0m
[ 244/852] ok  RAM-15   langgraph      t4  2 calls   26.6s  eta 598.7m
[ 245/852] ok  RAM-15   crewai         t1  2 calls   23.6s  eta 596.2m
[ 246/852] ok  RAM-15   crewai         t2  2 calls   20.1s  eta 593.7m
[ 247/852] ok  RAM-15   crewai         t3  3 calls   37.4s  eta 591.8m
[ 248/852] ok  RAM-15   crewai         t4  3 calls   28.8s  eta 589.6m
[ 249/852] ok  RAM-15   openai_agents  t1  2 calls   18.7s  eta 587.0m
[ 250/852] ok  RAM-15   openai_agents  t2  2 calls   20.8s  eta 584.5m
[ 251/852] ok  RAM-15   openai_agents  t3  2 calls   17.4s  eta 581.9m
[ 252/852] ok  RAM-15   openai_agents  t4  2 calls   17.5s  eta 579.4m
[ 253/852] ok  RAM-16   langgraph      t1  2 calls   21.2s  eta 576.9m
[ 254/852] ok  RAM-16   langgraph      t2  2 calls   20.2s  eta 574.5m
[ 255/852] ok  RAM-16   langgraph      t3  2 calls   20.0s  eta 572.1m
[ 256/852] ok  RAM-16   langgraph      t4  2 calls   18.2s  eta 569.6m
[ 257/852] ok  RAM-16   crewai         t1  2 calls   23.3s  eta 567.3m
[ 258/852] ok  RAM-16   crewai         t2  2 calls   21.8s  eta 565.0m
[ 259/852] ok  RAM-16   crewai         t3  2 calls   19.7s  eta 562.6m
[ 260/852] ok  RAM-16   crewai         t4  2 calls   16.4s  eta 560.1m
[ 261/852] ok  RAM-16   openai_agents  t1  2 calls   20.1s  eta 557.8m
[ 262/852] ok  RAM-16   openai_agents  t2  2 calls   20.7s  eta 555.5m
[ 263/852] ok  RAM-16   openai_agents  t3  2 calls   16.9s  eta 553.1m
[ 264/852] ok  RAM-16   openai_agents  t4  2 calls   16.8s  eta 550.7m
[ 265/852] ok  RAM-17   langgraph      t1  3 calls   33.0s  eta 548.9m
[ 266/852] ok  RAM-17   langgraph      t2  2 calls   27.8s  eta 546.9m
[ 267/852] ok  RAM-17   langgraph      t3  2 calls   19.8s  eta 544.7m
[ 268/852] ok  RAM-17   langgraph      t4  2 calls   25.9s  eta 542.7m
[ 269/852] ok  RAM-17   crewai         t1  2 calls   25.7s  eta 540.6m
[ 270/852] ok  RAM-17   crewai         t2  2 calls   23.6s  eta 538.6m
[ 271/852] ok  RAM-17   crewai         t3  2 calls   32.4s  eta 536.8m
[ 272/852] ok  RAM-17   crewai         t4  2 calls   56.1s  eta 535.9m
[ 273/852] ok  RAM-17   openai_agents  t1  2 calls   62.4s  eta 535.2m
[ 274/852] ok  RAM-17   openai_agents  t2  2 calls   31.9s  eta 533.5m
[ 275/852] ok  RAM-17   openai_agents  t3  2 calls   32.0s  eta 531.7m
[ 276/852] ok  RAM-17   openai_agents  t4  2 calls   33.0s  eta 530.0m
[ 277/852] ok  RAM-18   langgraph      t1  3 calls   46.9s  eta 528.8m
[ 278/852] ok  RAM-18   langgraph      t2  2 calls   33.7s  eta 527.2m
[ 279/852] ok  RAM-18   langgraph      t3  2 calls   32.8s  eta 525.5m
[ 280/852] ok  RAM-18   langgraph      t4  2 calls   31.9s  eta 523.8m
[ 281/852] ok  RAM-18   crewai         t1  2 calls   29.7s  eta 522.0m
[ 282/852] ok  RAM-18   crewai         t2  2 calls   34.4s  eta 520.4m
[ 283/852] ok  RAM-18   crewai         t3  2 calls   23.8s  eta 518.5m
[ 284/852] ok  RAM-18   crewai         t4  2 calls   26.1s  eta 516.6m
[ 285/852] ok  RAM-18   openai_agents  t1  2 calls   18.6s  eta 514.5m
[ 286/852] ok  RAM-18   openai_agents  t2  2 calls   19.4s  eta 512.4m
[ 287/852] ok  RAM-18   openai_agents  t3  2 calls   18.2s  eta 510.3m
[ 288/852] ok  RAM-18   openai_agents  t4  2 calls   17.9s  eta 508.3m
[ 289/852] ok  RAM-19   langgraph      t1  2 calls   23.4s  eta 506.4m
[ 290/852] ok  RAM-19   langgraph      t2  2 calls   24.8s  eta 504.5m
[ 291/852] ok  RAM-19   langgraph      t3  2 calls   24.4s  eta 502.7m
[ 292/852] ok  RAM-19   langgraph      t4  2 calls   24.7s  eta 500.8m
[ 293/852] ok  RAM-19   crewai         t1  2 calls   32.9s  eta 499.3m
[ 294/852] ok  RAM-19   crewai         t2  2 calls   28.3s  eta 497.6m
[ 295/852] ok  RAM-19   crewai         t3  2 calls   35.4s  eta 496.1m
[ 296/852] ok  RAM-19   crewai         t4  2 calls   33.0s  eta 494.6m
[ 297/852] ok  RAM-19   openai_agents  t1  2 calls   29.6s  eta 493.0m
[ 298/852] ok  RAM-19   openai_agents  t2  2 calls   26.4s  eta 491.3m
[ 299/852] ok  RAM-19   openai_agents  t3  2 calls   27.3s  eta 489.6m
[ 300/852] ok  RAM-19   openai_agents  t4  2 calls   27.3s  eta 487.9m
[ 301/852] ok  RAM-20   langgraph      t1  3 calls   40.3s  eta 486.6m
[ 302/852] ok  RAM-20   langgraph      t2  3 calls   34.4s  eta 485.2m
[ 303/852] ok  RAM-20   langgraph      t3  3 calls   36.7s  eta 483.8m
[ 304/852] ok  RAM-20   langgraph      t4  3 calls   34.9s  eta 482.4m
[ 305/852] ok  RAM-20   crewai         t1  4 calls   58.5s  eta 481.7m
[ 306/852] ok  RAM-20   crewai         t2  3 calls   36.0s  eta 480.3m
[ 307/852] ok  RAM-20   crewai         t3  3 calls   35.6s  eta 478.9m
[ 308/852] ok  RAM-20   crewai         t4  3 calls   34.5s  eta 477.5m
[ 309/852] ok  RAM-20   openai_agents  t1  4 calls   46.3s  eta 476.4m
[ 310/852] ok  RAM-20   openai_agents  t2  3 calls   29.4s  eta 474.9m
[ 311/852] ok  RAM-20   openai_agents  t3  3 calls   32.7s  eta 473.4m
[ 312/852] ok  RAM-20   openai_agents  t4  3 calls   30.4s  eta 471.9m
[ 313/852] ok  RAM-21   langgraph      t1  2 calls   24.5s  eta 470.2m
[ 314/852] ok  RAM-21   langgraph      t2  2 calls   20.1s  eta 468.4m
[ 315/852] ok  RAM-21   langgraph      t3  2 calls   25.0s  eta 466.8m
[ 316/852] ok  RAM-21   langgraph      t4  2 calls   21.0s  eta 465.0m
[ 317/852] ok  RAM-21   crewai         t1  2 calls   27.1s  eta 463.5m
[ 318/852] ok  RAM-21   crewai         t2  2 calls   25.9s  eta 461.9m
[ 319/852] ok  RAM-21   crewai         t3  3 calls   28.8s  eta 460.4m
[ 320/852] ok  RAM-21   crewai         t4  2 calls   19.2s  eta 458.6m
[ 321/852] ok  RAM-21   openai_agents  t1  2 calls   22.6s  eta 456.9m
[ 322/852] ok  RAM-21   openai_agents  t2  2 calls   19.5s  eta 455.2m
[ 323/852] ok  RAM-21   openai_agents  t3  2 calls   21.4s  eta 453.5m
[ 324/852] ok  RAM-21   openai_agents  t4  2 calls   19.7s  eta 451.8m
[ 325/852] ok  RAM-22   langgraph      t1  2 calls   39.7s  eta 450.6m
[ 326/852] ok  RAM-22   langgraph      t2  2 calls   22.0s  eta 449.0m
[ 327/852] ok  RAM-22   langgraph      t3  2 calls   23.9s  eta 447.4m
[ 328/852] ok  RAM-22   langgraph      t4  2 calls   21.3s  eta 445.7m
[ 329/852] ok  RAM-22   crewai         t1  2 calls   18.8s  eta 444.0m
[ 330/852] ok  RAM-22   crewai         t2  3 calls   22.8s  eta 442.4m
[ 331/852] ok  RAM-22   crewai         t3  3 calls   29.1s  eta 441.0m
[ 332/852] ok  RAM-22   crewai         t4  3 calls   23.3s  eta 439.5m
[ 333/852] ok  RAM-22   openai_agents  t1  2 calls   15.6s  eta 437.7m
[ 334/852] ok  RAM-22   openai_agents  t2  2 calls   12.6s  eta 435.9m
[ 335/852] ok  RAM-22   openai_agents  t3  2 calls   14.6s  eta 434.1m
[ 336/852] ok  RAM-22   openai_agents  t4  2 calls   15.4s  eta 432.4m
